method,rho_label,rho,q0,delta,true_break,qhat,estimated_break,break_abs_error,el_stat,p_value,reject_5,feasible,score,score_variance,rss,strength,score_gap_stable_minus_estimated,rep,T,K,min_size,grid_step,penalty
oracle,0.90,0.9,0,0.0,,1,140.0,,0.010046649649255696,0.9201593660898338,False,True,-0.07504311221227009,0.5606588847639901,233.0039585191285,0.574089695662026,-0.05961623083059589,103,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,1,140.0,,0.0004794127391756185,0.9825313176941252,False,True,-0.015426881381674199,0.4965323933716795,217.1555364344846,0.5537629701036344,-0.05961623083059589,103,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,2.6783811926835828,0.10171908167040355,False,True,-1.2907787314911523,0.6564690993315297,257.879935396734,0.5689293918979658,0.0,104,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,2.6783811926835828,0.10171908167040355,False,True,-1.2907787314911523,0.6564690993315297,257.879935396734,0.5689293918979658,0.0,104,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,2.6783811926835828,0.10171908167040355,False,True,-1.2907787314911523,0.6564690993315297,257.879935396734,0.5689293918979658,0.0,104,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.020465490264605757,0.8862446538935493,False,True,-0.11322424431169033,0.6251408717535814,251.7058677497521,0.5639903739235843,0.0,105,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.020465490264605757,0.8862446538935493,False,True,-0.11322424431169033,0.6251408717535814,251.7058677497521,0.5639903739235843,0.0,105,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.020465490264605757,0.8862446538935493,False,True,-0.11322424431169033,0.6251408717535814,251.7058677497521,0.5639903739235843,0.0,105,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.6092205222323829,0.43508144831432627,False,True,-0.49267814582434,0.3992330330236655,223.4776932025352,0.42612761509233493,0.0,106,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.6092205222323829,0.43508144831432627,False,True,-0.49267814582434,0.3992330330236655,223.4776932025352,0.42612761509233493,0.0,106,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.6092205222323829,0.43508144831432627,False,True,-0.49267814582434,0.3992330330236655,223.4776932025352,0.42612761509233493,0.0,106,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.8346525575425339,0.36093063436530093,False,True,0.6220819085584145,0.47245202869567543,244.32577764639385,0.5201449356461773,0.0,107,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.8346525575425339,0.36093063436530093,False,True,0.6220819085584145,0.47245202869567543,244.32577764639385,0.5201449356461773,0.0,107,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.8346525575425339,0.36093063436530093,False,True,0.6220819085584145,0.47245202869567543,244.32577764639385,0.5201449356461773,0.0,107,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,2.5527571178267525,0.11010196679226558,False,True,1.0505028616227141,0.43449921739442215,224.2860157313165,0.4911837932876654,0.0,108,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,2.5527571178267525,0.11010196679226558,False,True,1.0505028616227141,0.43449921739442215,224.2860157313165,0.4911837932876654,0.0,108,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,2.5527571178267525,0.11010196679226558,False,True,1.0505028616227141,0.43449921739442215,224.2860157313165,0.4911837932876654,0.0,108,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.16646822776201708,0.6832698711691182,False,True,0.32565256568545964,0.6335826562594389,254.56913317760427,0.6252102134564567,0.0,109,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.16646822776201708,0.6832698711691182,False,True,0.32565256568545964,0.6335826562594389,254.56913317760427,0.6252102134564567,0.0,109,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.16646822776201708,0.6832698711691182,False,True,0.32565256568545964,0.6335826562594389,254.56913317760427,0.6252102134564567,0.0,109,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,1.3674448636702465,0.2422513770164726,False,True,-0.8720852839606538,0.5621773825909226,241.72920480261075,0.5766771069671496,0.0,110,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,1.3674448636702465,0.2422513770164726,False,True,-0.8720852839606538,0.5621773825909226,241.72920480261075,0.5766771069671496,0.0,110,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,1.3674448636702465,0.2422513770164726,False,True,-0.8720852839606538,0.5621773825909226,241.72920480261075,0.5766771069671496,0.0,110,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.15051284053895794,0.6980457505317237,False,True,-0.2732215387649368,0.4943923276727051,238.30475819993626,0.48170220655918017,0.0,111,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.15051284053895794,0.6980457505317237,False,True,-0.2732215387649368,0.4943923276727051,238.30475819993626,0.48170220655918017,0.0,111,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.15051284053895794,0.6980457505317237,False,True,-0.2732215387649368,0.4943923276727051,238.30475819993626,0.48170220655918017,0.0,111,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.1356580018856004,0.7126362814315454,False,True,-0.276454927590468,0.5651473345015476,232.0289685374396,0.6131164648774361,0.0,112,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.1356580018856004,0.7126362814315454,False,True,-0.276454927590468,0.5651473345015476,232.0289685374396,0.6131164648774361,0.0,112,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.1356580018856004,0.7126362814315454,False,True,-0.276454927590468,0.5651473345015476,232.0289685374396,0.6131164648774361,0.0,112,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,1,60.0,,0.018403008103729634,0.892091899109028,False,True,0.11090372951362008,0.6694448956111441,275.9668290165186,0.5716418093644735,1.5749616598509362,113,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,1,60.0,,0.018403008103729634,0.892091899109028,False,True,0.11090372951362008,0.6694448956111441,275.9668290165186,0.5716418093644735,1.5749616598509362,113,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,1,60.0,,5.331517144257898,0.020943146928074752,True,True,-1.464057930337316,0.4051334211950197,256.3755539584081,0.4033921880356664,1.5749616598509362,113,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,1.0579555541095071,0.3036819391870269,False,True,0.7211392555016345,0.4912479204224642,198.1597552444759,0.6368534296464529,0.0,114,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,1.0579555541095071,0.3036819391870269,False,True,0.7211392555016345,0.4912479204224642,198.1597552444759,0.6368534296464529,0.0,114,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,1.0579555541095071,0.3036819391870269,False,True,0.7211392555016345,0.4912479204224642,198.1597552444759,0.6368534296464529,0.0,114,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,2.2119570011003917,0.13694485052254868,False,True,1.1673553409417916,0.6292029819870724,243.96071087246327,0.5548000749094348,0.0,115,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,2.2119570011003917,0.13694485052254868,False,True,1.1673553409417916,0.6292029819870724,243.96071087246327,0.5548000749094348,0.0,115,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,2.2119570011003917,0.13694485052254868,False,True,1.1673553409417916,0.6292029819870724,243.96071087246327,0.5548000749094348,0.0,115,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.0011383284190147128,0.9730851810985458,False,True,-0.026491597653517693,0.6164739550429357,271.27336132077994,0.540626476458534,0.0,116,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.0011383284190147128,0.9730851810985458,False,True,-0.026491597653517693,0.6164739550429357,271.27336132077994,0.540626476458534,0.0,116,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.0011383284190147128,0.9730851810985458,False,True,-0.026491597653517693,0.6164739550429357,271.27336132077994,0.540626476458534,0.0,116,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.1974171074906937,0.6568138098830738,False,True,0.2973365951334232,0.44467570720026395,206.51116068271824,0.5372856215394476,0.0,117,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.1974171074906937,0.6568138098830738,False,True,0.2973365951334232,0.44467570720026395,206.51116068271824,0.5372856215394476,0.0,117,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.1974171074906937,0.6568138098830738,False,True,0.2973365951334232,0.44467570720026395,206.51116068271824,0.5372856215394476,0.0,117,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.4292767577244627,0.5123440457292199,False,True,0.44896169768585925,0.4716514712538705,215.65726990978527,0.5392878010146196,0.0,118,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.4292767577244627,0.5123440457292199,False,True,0.44896169768585925,0.4716514712538705,215.65726990978527,0.5392878010146196,0.0,118,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.4292767577244627,0.5123440457292199,False,True,0.44896169768585925,0.4716514712538705,215.65726990978527,0.5392878010146196,0.0,118,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,2.2659445020242637,0.13224556430564993,False,True,-0.9381487065147633,0.40161447261574257,222.29151413705864,0.4088018951058061,0.0,119,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,2.2659445020242637,0.13224556430564993,False,True,-0.9381487065147633,0.40161447261574257,222.29151413705864,0.4088018951058061,0.0,119,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,2.2659445020242637,0.13224556430564993,False,True,-0.9381487065147633,0.40161447261574257,222.29151413705864,0.4088018951058061,0.0,119,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,3.3715677574852476,0.06633060619778153,False,True,1.4191076946578574,0.5987907196796612,239.59008502637568,0.6025809118913946,0.0,120,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,3.3715677574852476,0.06633060619778153,False,True,1.4191076946578574,0.5987907196796612,239.59008502637568,0.6025809118913946,0.0,120,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,3.3715677574852476,0.06633060619778153,False,True,1.4191076946578574,0.5987907196796612,239.59008502637568,0.6025809118913946,0.0,120,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.7996758492402603,0.3711903029388992,False,True,0.6948811147187403,0.6006115383563864,244.32138325179028,0.6621543228282867,0.0,121,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.7996758492402603,0.3711903029388992,False,True,0.6948811147187403,0.6006115383563864,244.32138325179028,0.6621543228282867,0.0,121,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.7996758492402603,0.3711903029388992,False,True,0.6948811147187403,0.6006115383563864,244.32138325179028,0.6621543228282867,0.0,121,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,1.009345165112404,0.3150597682943813,False,True,0.8460646606232874,0.7168122459124329,262.199512832187,0.6220217792485089,0.0,122,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,1.009345165112404,0.3150597682943813,False,True,0.8460646606232874,0.7168122459124329,262.199512832187,0.6220217792485089,0.0,122,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,1.009345165112404,0.3150597682943813,False,True,0.8460646606232874,0.7168122459124329,262.199512832187,0.6220217792485089,0.0,122,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.18384310780573457,0.6680911266328531,False,True,0.29483716401732385,0.47318516361618507,206.39796456908874,0.5557983595105059,0.0,123,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.18384310780573457,0.6680911266328531,False,True,0.29483716401732385,0.47318516361618507,206.39796456908874,0.5557983595105059,0.0,123,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.18384310780573457,0.6680911266328531,False,True,0.29483716401732385,0.47318516361618507,206.39796456908874,0.5557983595105059,0.0,123,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,2.3614464833522173,0.12436682354466322,False,True,-1.214470302153449,0.6121853900192115,261.6223101715983,0.5596991427492266,0.0,124,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,2.3614464833522173,0.12436682354466322,False,True,-1.214470302153449,0.6121853900192115,261.6223101715983,0.5596991427492266,0.0,124,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,2.3614464833522173,0.12436682354466322,False,True,-1.214470302153449,0.6121853900192115,261.6223101715983,0.5596991427492266,0.0,124,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.16952773054221937,0.6805318699362664,False,True,-0.3201389408846168,0.6039641228912349,250.30989118754718,0.5846679185118123,0.0,125,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.16952773054221937,0.6805318699362664,False,True,-0.3201389408846168,0.6039641228912349,250.30989118754718,0.5846679185118123,0.0,125,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.16952773054221937,0.6805318699362664,False,True,-0.3201389408846168,0.6039641228912349,250.30989118754718,0.5846679185118123,0.0,125,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,2.563323531134003,0.1093684438534469,False,True,-1.1251230205583773,0.4794991642426274,224.3316847213029,0.44488897935922717,0.0,126,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,2.563323531134003,0.1093684438534469,False,True,-1.1251230205583773,0.4794991642426274,224.3316847213029,0.44488897935922717,0.0,126,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,2.563323531134003,0.1093684438534469,False,True,-1.1251230205583773,0.4794991642426274,224.3316847213029,0.44488897935922717,0.0,126,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,1.2933004632832366,0.25544060708715777,False,True,-0.8539722007638908,0.570829687553843,289.4306303337067,0.5287360936779595,0.0,127,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,1.2933004632832366,0.25544060708715777,False,True,-0.8539722007638908,0.570829687553843,289.4306303337067,0.5287360936779595,0.0,127,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,1.2933004632832366,0.25544060708715777,False,True,-0.8539722007638908,0.570829687553843,289.4306303337067,0.5287360936779595,0.0,127,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,1.724736649770772,0.18908447415183094,False,True,0.8257597035385797,0.39118784979273247,204.04580659862506,0.5023432590889922,0.0,128,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,1.724736649770772,0.18908447415183094,False,True,0.8257597035385797,0.39118784979273247,204.04580659862506,0.5023432590889922,0.0,128,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,1.724736649770772,0.18908447415183094,False,True,0.8257597035385797,0.39118784979273247,204.04580659862506,0.5023432590889922,0.0,128,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,2.1939378048676947,0.13855469223637118,False,True,1.0400831933961618,0.49924603275029433,238.91961642150636,0.5202613207424791,0.0,129,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,2.1939378048676947,0.13855469223637118,False,True,1.0400831933961618,0.49924603275029433,238.91961642150636,0.5202613207424791,0.0,129,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,2.1939378048676947,0.13855469223637118,False,True,1.0400831933961618,0.49924603275029433,238.91961642150636,0.5202613207424791,0.0,129,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,1.8722914810757447,0.17121286394379587,False,True,-0.961998062038774,0.4883755020319959,219.90309860625558,0.4862339298937663,0.0,130,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,1.8722914810757447,0.17121286394379587,False,True,-0.961998062038774,0.4883755020319959,219.90309860625558,0.4862339298937663,0.0,130,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,1.8722914810757447,0.17121286394379587,False,True,-0.961998062038774,0.4883755020319959,219.90309860625558,0.4862339298937663,0.0,130,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.09784565442177384,0.7544304117842124,False,True,-0.2571038829156071,0.6762391642144252,224.2664580989901,0.6835705888948205,0.0,131,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.09784565442177384,0.7544304117842124,False,True,-0.2571038829156071,0.6762391642144252,224.2664580989901,0.6835705888948205,0.0,131,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.09784565442177384,0.7544304117842124,False,True,-0.2571038829156071,0.6762391642144252,224.2664580989901,0.6835705888948205,0.0,131,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.06114088492803549,0.8047017281372704,False,True,-0.19416238731720412,0.6161903179266669,271.886128598945,0.5655312369398094,0.0,132,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.06114088492803549,0.8047017281372704,False,True,-0.19416238731720412,0.6161903179266669,271.886128598945,0.5655312369398094,0.0,132,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.06114088492803549,0.8047017281372704,False,True,-0.19416238731720412,0.6161903179266669,271.886128598945,0.5655312369398094,0.0,132,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,4.9573640769713805,0.025979780032223565,True,True,-1.6075373006001792,0.5344076066346275,231.77290289454464,0.5275819985229584,0.0,133,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,4.9573640769713805,0.025979780032223565,True,True,-1.6075373006001792,0.5344076066346275,231.77290289454464,0.5275819985229584,0.0,133,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,4.9573640769713805,0.025979780032223565,True,True,-1.6075373006001792,0.5344076066346275,231.77290289454464,0.5275819985229584,0.0,133,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.546774593131164,0.4596385966849621,False,True,-0.5160822042431874,0.4858777758937094,239.64957195321094,0.5318461133027389,0.0,134,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.546774593131164,0.4596385966849621,False,True,-0.5160822042431874,0.4858777758937094,239.64957195321094,0.5318461133027389,0.0,134,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.546774593131164,0.4596385966849621,False,True,-0.5160822042431874,0.4858777758937094,239.64957195321094,0.5318461133027389,0.0,134,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,2.478523691591836,0.11541053602818718,False,True,1.283357119427146,0.7080090238530924,249.2025920734484,0.5652218046093014,0.0,135,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,2.478523691591836,0.11541053602818718,False,True,1.283357119427146,0.7080090238530924,249.2025920734484,0.5652218046093014,0.0,135,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,2.478523691591836,0.11541053602818718,False,True,1.283357119427146,0.7080090238530924,249.2025920734484,0.5652218046093014,0.0,135,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.2834124965375739,0.5944732190763387,False,True,0.3646855171243443,0.47342846010091455,193.6576744475372,0.5396495007079591,0.0,136,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.2834124965375739,0.5944732190763387,False,True,0.3646855171243443,0.47342846010091455,193.6576744475372,0.5396495007079591,0.0,136,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.2834124965375739,0.5944732190763387,False,True,0.3646855171243443,0.47342846010091455,193.6576744475372,0.5396495007079591,0.0,136,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.04919885145319547,0.824463241644146,False,True,0.15520009889579736,0.49121740969618005,248.26529951790695,0.4475931932317298,0.0,137,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.04919885145319547,0.824463241644146,False,True,0.15520009889579736,0.49121740969618005,248.26529951790695,0.4475931932317298,0.0,137,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.04919885145319547,0.824463241644146,False,True,0.15520009889579736,0.49121740969618005,248.26529951790695,0.4475931932317298,0.0,137,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.5451161326678129,0.4603201349615288,False,True,0.5594582372325793,0.5598037051395914,221.14770358017387,0.5295124355675547,0.0,138,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.5451161326678129,0.4603201349615288,False,True,0.5594582372325793,0.5598037051395914,221.14770358017387,0.5295124355675547,0.0,138,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.5451161326678129,0.4603201349615288,False,True,0.5594582372325793,0.5598037051395914,221.14770358017387,0.5295124355675547,0.0,138,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,0,,,0.08098993356532722,0.7759603392017242,False,True,-0.22446473773629796,0.6157892739270243,227.47438096485112,0.536492135265215,0.0,139,240,4,60,4,0.75
oracle,0.90,0.9,0,0.0,,0,,,0.08098993356532722,0.7759603392017242,False,True,-0.22446473773629796,0.6157892739270243,227.47438096485112,0.536492135265215,0.0,139,240,4,60,4,0.75
estimated,0.90,0.9,0,0.0,,0,,,0.08098993356532722,0.7759603392017242,False,True,-0.22446473773629796,0.6157892739270243,227.47438096485112,0.536492135265215,0.0,139,240,4,60,4,0.75
stable,0.90,0.9,0,0.0,,1,108.0,,0.10221347617321222,0.7491893735126809,False,True,0.23330878218411105,0.5313780146288527,226.11484444443465,0.6103791435158346,0.3824130545624852,140,240,4,60,4,0.75
